id_transaksi,jenis_item,jumlah,tanggal pembelian,nama_customer,total
133953.0,Buku Fiksi,1,5/17/2015,Jason Patterson,60000.0
133953.0,Novel Misteri,1,5/17/2015,Jason Patterson,20000.0
133953.0,Buku Biografi,8,5/17/2015,Jason Patterson,9600000.0
133954.0,Alat Tulis,4,5/17/2015,Kyle Webb,320000.0
133954.0,Buku Sejarah,5,5/17/2015,Kyle Webb,1500000.0
133954.0,Majalah Fashion,2,5/17/2015,Kyle Webb,600000.0
133954.0,Majalah Seni,9,5/17/2015,Kyle Webb,4860000.0
133954.0,Buku Fiksi,5,5/17/2015,Kyle Webb,1500000.0
133954.0,Aksesoris Buku,4,5/17/2015,Kyle Webb,1600000.0
133955.0,Alat Tulis,1,5/17/2015,Martin Christian,20000.0
133955.0,Buku Anak-Anak,9,5/17/2015,Martin Christian,8910000.0
133955.0,Majalah Berita,7,5/17/2015,Martin Christian,7350000.0
133955.0,Novel Fiksi Ilmiah,6,5/17/2015,Martin Christian,900000.0
133955.0,Buku Fiksi,2,5/17/2015,Martin Christian,100000.0
133955.0,Buku Biografi,3,5/17/2015,Martin Christian,810000.0
133955.0,Novel Misteri,7,5/17/2015,Martin Christian,4410000.0
133955.0,Aksesoris Buku,3,5/17/2015,Martin Christian,180000.0
133956.0,Alat Tulis,4,5/17/2015,Jeffrey Lin DVM,1600000.0
133956.0,Buku Anak-Anak,7,5/17/2015,Jeffrey Lin DVM,7350000.0
133956.0,Majalah Seni,5,5/17/2015,Jeffrey Lin DVM,500000.0
133956.0,Buku Fiksi,9,5/17/2015,Jeffrey Lin DVM,9720000.0
133956.0,Buku Biografi,5,5/17/2015,Jeffrey Lin DVM,2250000.0
133956.0,Novel Misteri,2,5/17/2015,Jeffrey Lin DVM,80000.0
133956.0,Novel Romansa,8,5/17/2015,Jeffrey Lin DVM,160000.0
133956.0,Aksesoris Buku,4,5/17/2015,Jeffrey Lin DVM,800000.0
133957.0,Buku Sejarah,9,5/17/2015,Mr. Anthony Elliott MD,9720000.0
133957.0,Alat Tulis,4,5/17/2015,Mr. Anthony Elliott MD,2080000.0
133957.0,Buku Anak-Anak,4,8/22/2015,Mr. Anthony Elliott MD,1440000.0
133957.0,Majalah Fashion,2,9/25/2015,Mr. Anthony Elliott MD,440000.0
133957.0,Majalah Berita,9,9/25/2015,Mr. Anthony Elliott MD,1620000.0
133957.0,Novel Misteri,5,9/25/2015,Mr. Anthony Elliott MD,500000.0
133957.0,Novel Romansa,9,9/25/2015,Mr. Anthony Elliott MD,10530000.0
133957.0,Aksesoris Buku,3,9/25/2015,Mr. Anthony Elliott MD,60000.0
133958.0,Alat Tulis,9,9/25/2015,Laura Skinner MD,7290000.0
133958.0,Buku Sejarah,1,9/25/2015,Laura Skinner MD,25000.0
133958.0,Majalah Fashion,7,9/25/2015,Laura Skinner MD,4410000.0
133958.0,Majalah Berita,4,9/25/2015,Laura Skinner MD,400000.0
133958.0,Buku Fiksi,3,9/25/2015,Laura Skinner MD,1080000.0
133958.0,Novel Misteri,3,9/25/2015,Laura Skinner MD,225000.0
133958.0,Buku Biografi,6,9/25/2015,Laura Skinner MD,720000.0
133958.0,Aksesoris Buku,4,9/25/2015,Laura Skinner MD,320000.0
133959.0,Novel Romansa,2,9/25/2015,Nicholas Martinez,100000.0
133959.0,Majalah Berita,2,9/25/2015,Nicholas Martinez,80000.0
133959.0,Novel Misteri,6,9/25/2015,Nicholas Martinez,4680000.0
133959.0,Majalah Fashion,3,9/25/2015,Nicholas Martinez,225000.0
133960.0,Alat Tulis,3,11/25/2015,James Anderson,540000.0
133960.0,Buku Anak-Anak,4,11/25/2015,James Anderson,2400000.0
133960.0,Majalah Fashion,4,12/15/2015,James Anderson,1600000.0
133960.0,Majalah Seni,4,12/15/2015,James Anderson,960000.0
133960.0,Buku Biografi,9,12/15/2015,James Anderson,7290000.0
133960.0,Novel Romansa,6,12/15/2015,James Anderson,4680000.0
133960.0,Aksesoris Buku,5,12/15/2015,James Anderson,1250000.0
133961.0,Buku Sejarah,8,12/15/2015,Catherine Shaffer,3200000.0
133961.0,Majalah Seni,7,12/15/2015,Catherine Shaffer,5880000.0
133961.0,Buku Fiksi,9,12/15/2015,Catherine Shaffer,12150000.0
133961.0,Novel Misteri,1,12/15/2015,Catherine Shaffer,20000.0
133961.0,Aksesoris Buku,7,12/15/2015,Catherine Shaffer,2450000.0
133962.0,Alat Tulis,5,12/15/2015,Jennifer Morris,625000.0
133962.0,Buku Sejarah,1,12/15/2015,Jennifer Morris,20000.0
133962.0,Buku Anak-Anak,6,12/15/2015,Jennifer Morris,4320000.0
133962.0,Majalah Berita,2,12/15/2015,Jennifer Morris,80000.0
133962.0,Novel Misteri,2,12/15/2015,Jennifer Morris,80000.0
133962.0,Novel Romansa,1,12/15/2015,Jennifer Morris,120000.0
133963.0,Novel Romansa,1,12/15/2015,Margaret Bradshaw,50000.0
133963.0,Majalah Fashion,2,12/15/2015,Margaret Bradshaw,200000.0
133963.0,Majalah Berita,3,12/15/2015,Margaret Bradshaw,1080000.0
133963.0,Buku Sejarah,3,12/15/2015,Margaret Bradshaw,540000.0
133964.0,Buku Anak-Anak,6,12/15/2015,Brandon Howard,3240000.0
133964.0,Majalah Fashion,1,12/15/2015,Brandon Howard,110000.0
133964.0,Majalah Seni,7,12/15/2015,Brandon Howard,4410000.0
133964.0,Majalah Berita,3,12/15/2015,Brandon Howard,990000.0
133964.0,Novel Misteri,1,12/15/2015,Brandon Howard,130000.0
133964.0,Buku Biografi,6,12/15/2015,Brandon Howard,120000.0
133964.0,Aksesoris Buku,4,12/15/2015,Brandon Howard,320000.0
133965.0,Buku Sejarah,4,12/15/2015,Miguel Castro,1600000.0
133965.0,Majalah Fashion,1,12/15/2015,Miguel Castro,90000.0
133965.0,Majalah Seni,2,12/15/2015,Miguel Castro,80000.0
133965.0,Novel Romansa,1,12/15/2015,Miguel Castro,100000.0
133965.0,Aksesoris Buku,2,12/15/2015,Miguel Castro,200000.0
133966.0,Majalah Fashion,9,12/15/2015,Brian Rogers,7290000.0
133966.0,Majalah Seni,3,12/15/2015,Brian Rogers,60000.0
133966.0,Majalah Berita,1,12/15/2015,Brian Rogers,130000.0
133966.0,Buku Fiksi,2,12/15/2015,Brian Rogers,240000.0
133966.0,Buku Biografi,8,12/15/2015,Brian Rogers,9600000.0
133966.0,Novel Romansa,9,12/15/2015,Brian Rogers,9720000.0
133966.0,Aksesoris Buku,3,12/15/2015,Brian Rogers,225000.0
133967.0,Alat Tulis,1,12/15/2015,Connie Yang,120000.0
133967.0,Buku Anak-Anak,8,12/15/2015,Connie Yang,8320000.0
133967.0,Novel Fiksi Ilmiah,8,12/15/2015,Connie Yang,9600000.0
133967.0,Buku Fiksi,8,12/15/2015,Connie Yang,7040000.0
133967.0,Novel Misteri,5,12/15/2015,Connie Yang,3250000.0
133967.0,Buku Biografi,2,12/15/2015,Connie Yang,80000.0
133968.0,Buku Sejarah,9,12/15/2015,Tara Lopez,7290000.0
133968.0,Alat Tulis,7,12/15/2015,Tara Lopez,4900000.0
133968.0,Majalah Fashion,2,12/15/2015,Tara Lopez,480000.0
133968.0,Majalah Berita,3,2/16/2016,Tara Lopez,450000.0
133968.0,Novel Fiksi Ilmiah,3,2/16/2016,Tara Lopez,810000.0
133968.0,Buku Fiksi,5,2/16/2016,Tara Lopez,1250000.0
133968.0,Buku Biografi,4,2/16/2016,Tara Lopez,1920000.0
133968.0,Aksesoris Buku,8,2/16/2016,Tara Lopez,8320000.0
133969.0,Majalah Seni,3,2/16/2016,John Turner,990000.0
133969.0,Alat Tulis,1,2/16/2016,John Turner,25000.0
133969.0,Buku Biografi,4,2/16/2016,John Turner,80000.0
133969.0,Majalah Fashion,8,2/16/2016,John Turner,3840000.0
133970.0,Buku Sejarah,5,2/16/2016,Elizabeth Lee,1250000.0
133970.0,Alat Tulis,1,2/16/2016,Elizabeth Lee,20000.0
133970.0,Majalah Fashion,2,2/16/2016,Elizabeth Lee,400000.0
133970.0,Majalah Seni,9,2/16/2016,Elizabeth Lee,10530000.0
133970.0,Majalah Berita,5,2/16/2016,Elizabeth Lee,625000.0
133970.0,Buku Fiksi,1,2/16/2016,Elizabeth Lee,25000.0
133971.0,Majalah Fashion,4,2/16/2016,Kirsten Cox,1920000.0
133971.0,Majalah Seni,5,2/16/2016,Kirsten Cox,500000.0
133971.0,Majalah Berita,5,2/16/2016,Kirsten Cox,3750000.0
133971.0,Novel Fiksi Ilmiah,5,2/16/2016,Kirsten Cox,1250000.0
133971.0,Novel Misteri,9,2/16/2016,Kirsten Cox,9720000.0
133971.0,Buku Biografi,9,2/16/2016,Kirsten Cox,1620000.0
133972.0,Alat Tulis,7,2/16/2016,Summer Hill,5880000.0
133972.0,Buku Anak-Anak,7,2/16/2016,Summer Hill,980000.0
133972.0,Buku Fiksi,9,2/16/2016,Summer Hill,10530000.0
133972.0,Novel Romansa,4,2/16/2016,Summer Hill,1600000.0
133972.0,Aksesoris Buku,6,2/16/2016,Summer Hill,3960000.0
133973.0,Alat Tulis,4,2/16/2016,Andrew Arnold,80000.0
133973.0,Buku Anak-Anak,2,2/16/2016,Andrew Arnold,440000.0
133973.0,Majalah Seni,2,2/16/2016,Andrew Arnold,80000.0
133973.0,Novel Fiksi Ilmiah,7,2/16/2016,Andrew Arnold,6370000.0
133973.0,Novel Misteri,4,2/16/2016,Andrew Arnold,800000.0
133973.0,Buku Biografi,2,2/16/2016,Andrew Arnold,40000.0
133973.0,Aksesoris Buku,5,2/16/2016,Andrew Arnold,3750000.0
133974.0,Buku Sejarah,5,2/16/2016,Maria Benson,625000.0
133974.0,Buku Anak-Anak,4,2/16/2016,Maria Benson,2080000.0
133974.0,Novel Fiksi Ilmiah,1,2/16/2016,Maria Benson,90000.0
133974.0,Novel Romansa,8,2/16/2016,Maria Benson,9600000.0
133974.0,Aksesoris Buku,8,2/16/2016,Maria Benson,8320000.0
133975.0,Majalah Fashion,1,2/16/2016,Robert Weaver,120000.0
133975.0,Majalah Seni,2,2/16/2016,Robert Weaver,40000.0
133975.0,Novel Fiksi Ilmiah,1,2/16/2016,Robert Weaver,130000.0
133975.0,Buku Fiksi,1,2/16/2016,Robert Weaver,100000.0
133975.0,Novel Misteri,3,2/16/2016,Robert Weaver,1170000.0
133975.0,Buku Biografi,9,2/16/2016,Robert Weaver,9720000.0
133975.0,Novel Romansa,9,2/16/2016,Robert Weaver,1620000.0
133976.0,Buku Anak-Anak,6,2/16/2016,Gregory Pope,4320000.0
133976.0,Majalah Seni,4,2/16/2016,Gregory Pope,80000.0
133976.0,Novel Misteri,2,2/16/2016,Gregory Pope,520000.0
133976.0,Buku Biografi,8,2/16/2016,Gregory Pope,5760000.0
133976.0,Novel Romansa,5,2/16/2016,Gregory Pope,500000.0
133976.0,Aksesoris Buku,4,2/16/2016,Gregory Pope,960000.0
133977.0,Alat Tulis,4,2/16/2016,Catherine Wallace,1600000.0
133977.0,Buku Anak-Anak,7,2/16/2016,Catherine Wallace,5880000.0
133977.0,Majalah Fashion,7,2/16/2016,Catherine Wallace,980000.0
133977.0,Majalah Berita,9,2/16/2016,Catherine Wallace,8100000.0
133977.0,Buku Fiksi,2,2/16/2016,Catherine Wallace,200000.0
133977.0,Aksesoris Buku,3,2/16/2016,Catherine Wallace,180000.0
133978.0,Alat Tulis,8,2/16/2016,Nancy Gomez,3840000.0
133978.0,Buku Anak-Anak,8,5/21/2016,Nancy Gomez,1280000.0
133978.0,Majalah Fashion,7,5/21/2016,Nancy Gomez,980000.0
133978.0,Majalah Berita,8,5/21/2016,Nancy Gomez,3840000.0
133978.0,Buku Fiksi,9,5/21/2016,Nancy Gomez,8100000.0
133978.0,Buku Biografi,6,5/21/2016,Nancy Gomez,3960000.0
133978.0,Novel Misteri,6,5/21/2016,Nancy Gomez,3600000.0
133978.0,Aksesoris Buku,8,5/21/2016,Nancy Gomez,7040000.0
133979.0,Alat Tulis,4,5/21/2016,Kelly Munoz,2400000.0
133979.0,Buku Sejarah,3,5/21/2016,Kelly Munoz,180000.0
133979.0,Majalah Seni,1,5/21/2016,Kelly Munoz,120000.0
133979.0,Novel Fiksi Ilmiah,6,5/21/2016,Kelly Munoz,900000.0
133979.0,Buku Biografi,5,5/21/2016,Kelly Munoz,1250000.0
133979.0,Novel Romansa,8,5/21/2016,Kelly Munoz,7680000.0
133979.0,Aksesoris Buku,9,5/21/2016,Kelly Munoz,12150000.0
133980.0,Majalah Fashion,3,5/21/2016,Matthew Pratt,225000.0
133980.0,Majalah Berita,2,5/21/2016,Matthew Pratt,480000.0
133980.0,Novel Fiksi Ilmiah,8,5/21/2016,Matthew Pratt,1280000.0
133980.0,Novel Misteri,6,5/21/2016,Matthew Pratt,1800000.0
133980.0,Buku Biografi,9,5/21/2016,Matthew Pratt,8100000.0
133980.0,Novel Romansa,7,5/21/2016,Matthew Pratt,6370000.0
133981.0,Alat Tulis,1,5/21/2016,Renee Ruiz,120000.0
133981.0,Majalah Fashion,3,5/21/2016,Renee Ruiz,60000.0
133981.0,Majalah Seni,1,5/21/2016,Renee Ruiz,25000.0
133981.0,Novel Fiksi Ilmiah,2,5/21/2016,Renee Ruiz,480000.0
133981.0,Buku Fiksi,7,5/21/2016,Renee Ruiz,2450000.0
133981.0,Novel Misteri,4,5/21/2016,Renee Ruiz,960000.0
133982.0,Buku Sejarah,9,5/21/2016,Sabrina Hebert,4050000.0
133982.0,Majalah Fashion,7,5/21/2016,Sabrina Hebert,4410000.0
133982.0,Majalah Seni,3,5/21/2016,Sabrina Hebert,225000.0
133982.0,Buku Fiksi,8,5/21/2016,Sabrina Hebert,160000.0
133982.0,Buku Biografi,7,5/21/2016,Sabrina Hebert,4410000.0
133983.0,Buku Fiksi,8,5/21/2016,Benjamin Romero,8320000.0
133983.0,Majalah Berita,9,5/21/2016,Benjamin Romero,7290000.0
133983.0,Buku Biografi,2,5/21/2016,Benjamin Romero,440000.0
133983.0,Majalah Fashion,6,5/21/2016,Benjamin Romero,3600000.0
133984.0,Alat Tulis,7,5/21/2016,Jacqueline Cabrera,4900000.0
133984.0,Buku Anak-Anak,8,5/21/2016,Jacqueline Cabrera,3200000.0
133984.0,Majalah Fashion,2,5/21/2016,Jacqueline Cabrera,520000.0
133984.0,Majalah Berita,3,5/21/2016,Jacqueline Cabrera,810000.0
133984.0,Novel Fiksi Ilmiah,9,5/21/2016,Jacqueline Cabrera,2025000.0
133984.0,Buku Biografi,6,5/21/2016,Jacqueline Cabrera,1800000.0
133984.0,Novel Romansa,8,5/21/2016,Jacqueline Cabrera,6400000.0
133985.0,Alat Tulis,3,5/21/2016,Alyssa Mason,900000.0
133985.0,Buku Sejarah,9,5/21/2016,Alyssa Mason,2025000.0
133985.0,Buku Anak-Anak,6,5/21/2016,Alyssa Mason,4320000.0
133985.0,Majalah Seni,7,5/21/2016,Alyssa Mason,980000.0
133985.0,Novel Misteri,8,5/21/2016,Alyssa Mason,1280000.0
133985.0,Buku Biografi,8,5/21/2016,Alyssa Mason,8320000.0
133985.0,Novel Romansa,9,5/21/2016,Alyssa Mason,8910000.0
133985.0,Aksesoris Buku,1,5/21/2016,Alyssa Mason,90000.0
133986.0,Alat Tulis,9,5/21/2016,Kathleen Jensen,1620000.0
133986.0,Buku Sejarah,9,5/21/2016,Kathleen Jensen,1620000.0
133986.0,Majalah Fashion,6,5/21/2016,Kathleen Jensen,4320000.0
133986.0,Majalah Seni,3,5/21/2016,Kathleen Jensen,225000.0
133986.0,Novel Misteri,1,5/21/2016,Kathleen Jensen,25000.0
133987.0,Majalah Fashion,9,5/21/2016,Eric Lopez,9720000.0
133987.0,Novel Fiksi Ilmiah,4,5/21/2016,Eric Lopez,960000.0
133987.0,Buku Fiksi,6,5/21/2016,Eric Lopez,120000.0
133987.0,Novel Misteri,5,5/21/2016,Eric Lopez,1250000.0
133987.0,Buku Biografi,7,5/21/2016,Eric Lopez,2450000.0
133988.0,Alat Tulis,7,5/21/2016,Dylan Weiss,140000.0
133988.0,Buku Anak-Anak,1,5/21/2016,Dylan Weiss,130000.0
133988.0,Majalah Fashion,4,5/21/2016,Dylan Weiss,320000.0
133988.0,Buku Fiksi,7,5/21/2016,Dylan Weiss,140000.0
133988.0,Novel Misteri,9,5/21/2016,Dylan Weiss,4050000.0
133988.0,Buku Biografi,7,5/21/2016,Dylan Weiss,5390000.0
133988.0,Novel Romansa,5,5/21/2016,Dylan Weiss,625000.0
133988.0,Aksesoris Buku,2,5/21/2016,Dylan Weiss,480000.0
133989.0,Alat Tulis,4,5/21/2016,Lauren Miller,1440000.0
133989.0,Buku Sejarah,4,5/21/2016,Lauren Miller,1760000.0
133989.0,Majalah Seni,5,5/21/2016,Lauren Miller,3750000.0
133989.0,Majalah Berita,4,5/21/2016,Lauren Miller,1600000.0
133989.0,Novel Romansa,5,5/21/2016,Lauren Miller,3750000.0
133989.0,Aksesoris Buku,6,5/21/2016,Lauren Miller,3960000.0
133990.0,Alat Tulis,6,5/21/2016,Sharon Johnson,720000.0
133990.0,Majalah Fashion,7,5/21/2016,Sharon Johnson,5880000.0
133990.0,Novel Fiksi Ilmiah,1,5/21/2016,Sharon Johnson,20000.0
133990.0,Buku Fiksi,3,5/21/2016,Sharon Johnson,990000.0
133990.0,Novel Romansa,8,5/21/2016,Sharon Johnson,1280000.0
133991.0,Alat Tulis,7,5/21/2016,Tyler Roberts,980000.0
133991.0,Buku Anak-Anak,7,5/21/2016,Tyler Roberts,4410000.0
133991.0,Aksesoris Buku,2,8/8/2016,Tyler Roberts,240000.0
133991.0,Buku Sejarah,8,8/18/2016,Tyler Roberts,8320000.0
133992.0,Buku Sejarah,1,8/18/2016,Denise Davies,110000.0
133992.0,Alat Tulis,4,8/18/2016,Denise Davies,1440000.0
133992.0,Buku Anak-Anak,2,8/18/2016,Denise Davies,600000.0
133992.0,Majalah Berita,1,8/18/2016,Denise Davies,150000.0
133992.0,Buku Fiksi,8,8/18/2016,Denise Davies,8320000.0
133992.0,Novel Misteri,7,8/18/2016,Denise Davies,980000.0
133992.0,Novel Romansa,2,8/18/2016,Denise Davies,240000.0
133992.0,Aksesoris Buku,5,8/18/2016,Denise Davies,2250000.0
133993.0,Alat Tulis,8,8/18/2016,Brandon Reed,160000.0
133993.0,Buku Anak-Anak,7,8/18/2016,Brandon Reed,2450000.0
133993.0,Majalah Berita,8,8/18/2016,Brandon Reed,1280000.0
133993.0,Novel Fiksi Ilmiah,7,8/18/2016,Brandon Reed,140000.0
133993.0,Buku Fiksi,8,8/18/2016,Brandon Reed,8320000.0
133993.0,Aksesoris Buku,5,8/18/2016,Brandon Reed,500000.0
133994.0,Buku Anak-Anak,2,8/18/2016,Angela Martin,100000.0
133994.0,Majalah Seni,1,8/18/2016,Angela Martin,100000.0
133994.0,Majalah Berita,2,8/18/2016,Angela Martin,100000.0
133994.0,Novel Fiksi Ilmiah,7,8/18/2016,Angela Martin,7350000.0
133994.0,Novel Misteri,2,8/18/2016,Angela Martin,80000.0
133994.0,Buku Biografi,1,8/18/2016,Angela Martin,20000.0
133994.0,Aksesoris Buku,7,8/18/2016,Angela Martin,6370000.0
133995.0,Alat Tulis,9,8/18/2016,Haley Garcia,180000.0
133995.0,Buku Sejarah,5,8/18/2016,Haley Garcia,500000.0
133995.0,Buku Anak-Anak,7,8/18/2016,Haley Garcia,2940000.0
133995.0,Majalah Seni,3,8/18/2016,Haley Garcia,900000.0
133995.0,Majalah Berita,9,8/18/2016,Haley Garcia,1620000.0
133995.0,Novel Fiksi Ilmiah,7,8/18/2016,Haley Garcia,5880000.0
133995.0,Buku Fiksi,9,8/18/2016,Haley Garcia,4860000.0
133995.0,Aksesoris Buku,7,8/18/2016,Haley Garcia,4410000.0
133996.0,Alat Tulis,4,8/18/2016,Hailey Hutchinson,800000.0
133996.0,Buku Sejarah,9,8/18/2016,Hailey Hutchinson,12150000.0
133996.0,Buku Anak-Anak,9,8/18/2016,Hailey Hutchinson,10530000.0
133996.0,Majalah Berita,3,8/18/2016,Hailey Hutchinson,900000.0
133996.0,Buku Fiksi,7,8/18/2016,Hailey Hutchinson,4900000.0
133996.0,Novel Misteri,5,8/18/2016,Hailey Hutchinson,500000.0
133996.0,Buku Biografi,7,8/18/2016,Hailey Hutchinson,2450000.0
133997.0,Buku Sejarah,7,8/18/2016,Jeffrey Chung,6370000.0
133997.0,Alat Tulis,4,8/18/2016,Jeffrey Chung,320000.0
133997.0,Buku Anak-Anak,7,8/18/2016,Jeffrey Chung,5390000.0
133997.0,Majalah Berita,5,8/18/2016,Jeffrey Chung,3750000.0
133997.0,Novel Misteri,3,8/18/2016,Jeffrey Chung,1080000.0
133997.0,Aksesoris Buku,9,8/18/2016,Jeffrey Chung,4050000.0
133998.0,Buku Sejarah,2,8/18/2016,Bradley Daniels,240000.0
133998.0,Novel Fiksi Ilmiah,2,8/18/2016,Bradley Daniels,600000.0
133998.0,Buku Fiksi,1,8/18/2016,Bradley Daniels,150000.0
133998.0,Buku Biografi,8,8/18/2016,Bradley Daniels,8320000.0
133998.0,Novel Romansa,4,8/18/2016,Bradley Daniels,800000.0
133998.0,Aksesoris Buku,8,8/18/2016,Bradley Daniels,160000.0
133999.0,Buku Sejarah,9,8/18/2016,Kathy Oneal,9720000.0
133999.0,Majalah Fashion,7,8/18/2016,Kathy Oneal,4410000.0
133999.0,Majalah Berita,9,8/18/2016,Kathy Oneal,180000.0
133999.0,Novel Fiksi Ilmiah,4,8/18/2016,Kathy Oneal,1760000.0
133999.0,Novel Misteri,9,8/18/2016,Kathy Oneal,9720000.0
133999.0,Aksesoris Buku,5,8/18/2016,Kathy Oneal,3250000.0
134000.0,Alat Tulis,3,8/18/2016,Laura Carr,1170000.0
134000.0,Majalah Seni,1,8/18/2016,Laura Carr,130000.0
134000.0,Majalah Berita,5,8/18/2016,Laura Carr,2500000.0
134000.0,Novel Fiksi Ilmiah,4,8/18/2016,Laura Carr,1920000.0
134000.0,Novel Misteri,5,10/17/2016,Laura Carr,500000.0
134001.0,Buku Sejarah,4,10/17/2016,Tasha Jensen,1600000.0
134001.0,Majalah Seni,4,10/17/2016,Tasha Jensen,80000.0
134001.0,Majalah Berita,2,10/17/2016,Tasha Jensen,600000.0
134001.0,Novel Misteri,5,10/17/2016,Tasha Jensen,1250000.0
134001.0,Novel Romansa,5,10/17/2016,Tasha Jensen,100000.0
134001.0,Aksesoris Buku,6,12/28/2016,Tasha Jensen,4680000.0
134002.0,Alat Tulis,1,12/28/2016,Carl Parker,90000.0
134002.0,Buku Anak-Anak,3,12/28/2016,Carl Parker,1350000.0
134002.0,Novel Misteri,6,12/28/2016,Carl Parker,1800000.0
134002.0,Buku Biografi,3,12/28/2016,Carl Parker,990000.0
134002.0,Novel Romansa,5,12/28/2016,Carl Parker,500000.0
134002.0,Aksesoris Buku,9,12/28/2016,Carl Parker,1620000.0
134003.0,Buku Sejarah,6,12/28/2016,Grace Johnson,2160000.0
134003.0,Alat Tulis,6,12/28/2016,Grace Johnson,720000.0
134003.0,Majalah Fashion,8,12/28/2016,Grace Johnson,8320000.0
134003.0,Majalah Seni,2,12/28/2016,Grace Johnson,80000.0
134003.0,Majalah Berita,2,12/28/2016,Grace Johnson,520000.0
134003.0,Buku Fiksi,6,12/28/2016,Grace Johnson,3960000.0
134003.0,Novel Misteri,7,12/28/2016,Grace Johnson,6370000.0
134004.0,Alat Tulis,5,1/20/2017,Renee Hood,2500000.0
134004.0,Buku Anak-Anak,5,1/20/2017,Renee Hood,3250000.0
134004.0,Majalah Seni,9,1/20/2017,Renee Hood,9720000.0
134004.0,Novel Fiksi Ilmiah,7,1/20/2017,Renee Hood,2940000.0
134004.0,Buku Fiksi,5,1/20/2017,Renee Hood,500000.0
134004.0,Buku Biografi,3,1/20/2017,Renee Hood,990000.0
134004.0,Novel Misteri,5,1/20/2017,Renee Hood,3000000.0
134004.0,Novel Romansa,1,1/20/2017,Renee Hood,110000.0
134005.0,Alat Tulis,5,1/20/2017,James Roy,3750000.0
134005.0,Majalah Seni,6,3/13/2017,James Roy,3240000.0
134005.0,Majalah Berita,7,3/13/2017,James Roy,1225000.0
134005.0,Novel Fiksi Ilmiah,7,3/13/2017,James Roy,6370000.0
134005.0,Buku Fiksi,7,3/13/2017,James Roy,7350000.0
134005.0,Buku Biografi,9,3/13/2017,James Roy,2025000.0
134005.0,Aksesoris Buku,3,3/13/2017,James Roy,450000.0
134006.0,Alat Tulis,1,3/13/2017,Morgan Lee,120000.0
134006.0,Buku Sejarah,5,3/13/2017,Morgan Lee,3750000.0
134006.0,Majalah Seni,5,3/13/2017,Morgan Lee,3250000.0
134006.0,Majalah Berita,3,3/13/2017,Morgan Lee,180000.0
134006.0,Buku Fiksi,7,3/13/2017,Morgan Lee,6370000.0
134006.0,Buku Biografi,5,3/13/2017,Morgan Lee,100000.0
134006.0,Novel Romansa,3,3/13/2017,Morgan Lee,900000.0
134007.0,Buku Sejarah,5,3/13/2017,Lori Glass,100000.0
134007.0,Majalah Fashion,8,3/13/2017,Lori Glass,8320000.0
134007.0,Majalah Seni,9,3/13/2017,Lori Glass,7290000.0
134007.0,Majalah Berita,6,3/13/2017,Lori Glass,900000.0
134007.0,Novel Fiksi Ilmiah,4,4/5/2017,Lori Glass,1440000.0
134007.0,Buku Fiksi,4,4/5/2017,Lori Glass,1440000.0
134007.0,Novel Misteri,4,4/5/2017,Lori Glass,1920000.0
134007.0,Aksesoris Buku,7,4/5/2017,Lori Glass,4900000.0
134008.0,Novel Fiksi Ilmiah,7,4/5/2017,Zachary Morrison,2940000.0
134008.0,Majalah Seni,2,4/5/2017,Zachary Morrison,40000.0
134008.0,Novel Misteri,5,4/19/2017,Zachary Morrison,2500000.0
134008.0,Majalah Fashion,2,4/19/2017,Zachary Morrison,80000.0
134009.0,Alat Tulis,4,4/19/2017,Paige Dixon,1600000.0
134009.0,Buku Anak-Anak,9,4/19/2017,Paige Dixon,9720000.0
134009.0,Novel Misteri,4,4/19/2017,Paige Dixon,2400000.0
134009.0,Buku Biografi,4,4/19/2017,Paige Dixon,2400000.0
134009.0,Novel Romansa,5,4/19/2017,Paige Dixon,100000.0
134010.0,Alat Tulis,4,4/19/2017,David Villarreal,1920000.0
134010.0,Buku Anak-Anak,6,4/19/2017,David Villarreal,5400000.0
134010.0,Majalah Fashion,1,4/19/2017,David Villarreal,20000.0
134010.0,Novel Fiksi Ilmiah,7,4/19/2017,David Villarreal,2450000.0
134010.0,Buku Fiksi,1,4/19/2017,David Villarreal,20000.0
134010.0,Buku Biografi,1,4/19/2017,David Villarreal,100000.0
134010.0,Novel Romansa,1,4/19/2017,David Villarreal,50000.0
134010.0,Aksesoris Buku,6,4/19/2017,David Villarreal,3240000.0
134011.0,Alat Tulis,1,4/19/2017,Kenneth Ortiz,25000.0
134011.0,Buku Anak-Anak,7,4/19/2017,Kenneth Ortiz,4900000.0
134011.0,Majalah Fashion,9,4/19/2017,Kenneth Ortiz,7290000.0
134011.0,Buku Fiksi,4,4/19/2017,Kenneth Ortiz,320000.0
134011.0,Novel Misteri,9,4/19/2017,Kenneth Ortiz,1620000.0
134011.0,Buku Biografi,8,4/19/2017,Kenneth Ortiz,7680000.0
134011.0,Aksesoris Buku,7,4/19/2017,Kenneth Ortiz,1225000.0
134012.0,Buku Sejarah,5,4/19/2017,Barbara Baker,2500000.0
134012.0,Alat Tulis,6,4/19/2017,Barbara Baker,4320000.0
134012.0,Majalah Seni,9,4/19/2017,Barbara Baker,180000.0
134012.0,Majalah Berita,3,4/19/2017,Barbara Baker,1350000.0
134012.0,Buku Biografi,9,4/19/2017,Barbara Baker,7290000.0
134012.0,Novel Romansa,7,4/19/2017,Barbara Baker,4900000.0
